game	M1_v0.7.8a6	10yard	\N	\N	\N	\N	\N	10-Yard Fight (World) [sound only]	1983	Irem	\N	\N	Irem M62	
game_rom	M1_v0.7.8a6	toryumon	epr17690.a11	\N	\N	262144	4f9ba4e4	450d821ef12dbb24cf85ac10c77e9b31c03112b1	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	totan_14	\N	\N	\N	\N	\N	Tales Of The Arabian Nights (1.4) (pinball) [sound only]	1996	Williams	\N	\N	Midway DCS95	
game_rom	M1_v0.7.8a6	totan_14	ans2v1_1.rom	\N	\N	1048576	0d023f90	e411f7824df89374cf3385a2660d5bc91e0e9ef0	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	totan_14	ans3v1_0.rom	\N	\N	1048576	3f677813	b1e67c74b927c0c8cb76be8794a04a53fdf643d4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	totan_14	ans4v1_0.rom	\N	\N	1048576	c26dff5f	d86323f0df15cf7abd4480d173e6b217ef715396	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	totan_14	ans5v1_0.rom	\N	\N	524288	32ca1602	e4c7235b5d387bdde16ebef4d3aeeb7276c69d6d	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	totcarn	\N	\N	\N	\N	\N	Total Carnage (rev LA1 03/10/92) [sound only]	1992	Midway	\N	\N	Williams Y-Unit ADPCM	
game_rom	M1_v0.7.8a6	totcarn	tcu3.bin	\N	\N	131072	5bdb4665	c6b90b914785b8703790957cc4bb4983a332fba6	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	totcarn	tcu12.bin	\N	\N	262144	d0000ac7	2d476c7727462623feb2f1a23fb797eaeed5ce30	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	totcarn	tcu13.bin	\N	\N	262144	e48e6f0c	bf7d548b6b1901966f99c815129ea160ef36f024	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	totmejan	\N	\N	\N	\N	\N	Tottemo E Jong [sound only]	1991	Seibu (distributed by Tecmo)	\N	\N	Raiden	
game_rom	M1_v0.7.8a6	totmejan	5.1016	\N	\N	65536	8bfdb304	454fd84eb7d9338f0b5f8de0ffae541d17b958d5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	totmejan	e-jan.0911	\N	\N	524288	a7fb93c2	c2e1300f142032c087c96e1a785af28a6d678947	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	toukon3	\N	\N	\N	\N	\N	Shin Nihon Pro Wrestling Toukon Retsuden 3 Arcade Edition (TR1/VER.A) [sound only]	1997	Tomy/Namco	\N	\N	Namco System 12	
game_rom	M1_v0.7.8a6	toukon3	tr1vera.11s	\N	\N	524288	f9ecbd19	ad64f95ef85ee5c45dcf15217ea5adff61fddba6	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toukon3	tr1wave0.5	\N	\N	4194304	07d10e55	3af8f7019a221981984741181b6be98e2315d441	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toukon3	tr1wave1.4	\N	\N	4194304	34539cdd	afb7079c0f447fbda285a5b97a37c04baf26db75	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	toutrun	\N	\N	\N	\N	\N	Turbo Out Run (Out Run upgrade, FD1094 317-0118) [sound only]	1989	Sega	\N	\N	Turbo OutRun + X Board	
game_rom	M1_v0.7.8a6	toutrun	epr-12300.88	\N	\N	65536	e8ff7011	6eaf3aea507007ea31d507ed7825d905f4b8e7ab	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toutrun	opr-12301.66	\N	\N	65536	6e78ad15	c31ddf434b459cd1a381d2a028beabddd4ed10d2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toutrun	opr-12302.67	\N	\N	65536	e72928af	40e0b178958cfe97c097fe9d82b5de54bc27a29f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toutrun	opr-12303.68	\N	\N	65536	8384205c	c1f9d52bc587eab5a97867198e9aa7c19e973429	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toutrun	opr-12304.69	\N	\N	65536	e1762ac3	855f06c082a17d90857e6efa3cf95b0eda0e634d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toutrun	opr-12305.70	\N	\N	65536	ba9ce677	056781f92450c902e1d279a02bda28337815cba9	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toutrun	opr-12306.71	\N	\N	65536	e49249fd	ff36e4dba4e9d3d354e3dd528edeb50ad9c18ee4	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	toypop	\N	\N	\N	\N	\N	Toypop [sound only]	1986	Namco	\N	\N	Mappy	
game_rom	M1_v0.7.8a6	toypop	tp1-3.2c	\N	\N	8192	5f3bf6e2	d1b3335661b9b23cb10001416c515b77b5e783e9	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	toypop	lr1-4.3d	\N	\N	256	16a9166a	847cbaf7c88616576c410177e066ae1d792ac0ba	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tp2m32	\N	\N	tetrisp2	tetrisp2	\N	Tetris Plus 2 (MegaSystem 32 Version) [sound only]	1997	Jaleco	\N	\N	Jaleco Mega System 32	
game_rom	M1_v0.7.8a6	tp2m32	tp2m3221.21	\N	\N	262144	2bcc4176	74740fa13ab81b9819b4cfbe9d34a0749ba23b8f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tp2m32	tp2m3205.22	\N	\N	2097152	74aa5c31	7e3f86198fb678244fab76bee9c72bbdfc818118	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tpgolf	\N	\N	\N	\N	\N	Top Player's Golf [sound only]	1990	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	tpgolf	003-m1.bin	\N	\N	65536	7851d0d9	d021cef958cc37ab170b78d7a4b3ae94947e4d13	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tpgolf	003-v11.bin	\N	\N	524288	ff97f1cb	defa249d46ae220f7bfa70746f5202bbbcc3e5fe	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tpgolf	003-v21.bin	\N	\N	524288	d34960c6	36d5877d5e42aab943f4d693159f4f3ad8b0addc	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tpgolf	003-v22.bin	\N	\N	524288	9a5f58d4	2b580595e1820430a36f06fd3e0e0b8f7d686889	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tpgolf	003-v23.bin	\N	\N	524288	30f53e54	22461f88a56d272b78dbc23204c0c6816200532b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tpgolf	003-v24.bin	\N	\N	524288	5ba0f501	ca02937a611a2c50c9e4b54f8fd4eaea09259894	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	trally	\N	\N	\N	\N	\N	Thrash Rally [sound only]	1991	Alpha Denshi Co.	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	trally	038-m1.bin	\N	\N	131072	0908707e	df7489ea6abf84d7f137ba7a8f52a4fd1b088fd7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trally	038-v1.bin	\N	\N	1048576	5ccd9fd5	c3c8c758a320c39e4ceb0b6d9f188ed6d122eec4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trally	038-v2.bin	\N	\N	524288	ddd8d1e6	65c819fa2392f264f5a1a0a4967c96775732500b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	travrusa	\N	\N	\N	\N	\N	Traverse USA / Zippy Race [sound only]	1983	Irem	\N	\N	Irem M62	
game_rom	M1_v0.7.8a6	travrusa	mr10.1a	\N	\N	4096	a02ad8a0	aff80b506dbecabed2a36eb743693940f6a22d16	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	trek_201	\N	\N	\N	\N	\N	Star Trek 25th Anniversary (2.01) (pinball) [sound only]	1992	Data East	\N	\N	Tattoo Assassins	
game_rom	M1_v0.7.8a6	trek_201	trek.u7	\N	\N	32768	f137abbb	11731170ed4f04dd8af05d8f79ad727b0e0104d7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trek_201	trek.u17	\N	\N	262144	531545da	905f34173db0e04eaf5236191186ea209b8a0a34	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trek_201	trek.u21	\N	\N	262144	6107b004	1f9bed9b06d5b19fbc0cc0bef2e493eb1a3f1aa4	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	triothep	\N	\N	\N	\N	\N	Trio The Punch - Never Forget Me... (World) [sound only]	1989	Data East Corporation	\N	\N	Robocop	
game_rom	M1_v0.7.8a6	triothep	fg-18.bin	\N	\N	65536	9de9ee63	c91b824b9a791cb90365d45c8e1b69e67f7d065f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	triothep	fg-17.bin	\N	\N	65536	f0ab0d05	29d3ab513a8d46a1cb70f5333fa56bb787a58288	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	trisport	\N	\N	\N	\N	\N	Tri-Sports [sound only]	1989	Bally Midway	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	trisport	sl1-snd.u4	\N	\N	65536	0ed8c904	21292a001c4c44f87b8782c706e5c346b767cd6b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trisport	sl1-snd.u19	\N	\N	65536	b57d7d7e	483f718f1cc4549baf5696935532d30803254a19	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trisport	sl1-snd.u20	\N	\N	32768	3ae15c08	6b0fd09c39da08d1f67b6dd4287e8d2894522e1d	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	trog	\N	\N	\N	\N	\N	Trog (rev LA5 03/29/91) [sound only]	1990	Midway	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	trog	trogu4.bin	\N	\N	65536	759d0bf4	c4c3fa51c43cf7fd241ac1f33d7d220aa9f9edb3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trog	trogu19.bin	\N	\N	65536	960c333d	da8ce8dfffffe7a2d60b3f75cc5aa88e5e2be659	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trog	trogu20.bin	\N	\N	65536	67f1658a	c85dc920ff4b292afa9f6681f31918a200799cc9	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	trojan	\N	\N	\N	\N	\N	Trojan (US) [sound only]	1986	Capcom	\N	\N	Ghosts and Goblins	
game_rom	M1_v0.7.8a6	trojan	tb02.bin	\N	\N	32768	21154797	e1a3006746cc2d692ecd4369cc0a77c596abd60b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tron	\N	\N	\N	\N	\N	Tron (set 1) [sound only]	1982	Bally Midway	\N	\N	Bally/Midway Super Sound I/O	
game_rom	M1_v0.7.8a6	tron	ssi_0a.bin	\N	\N	4096	765e6eba	42efeefc8571dfc237c0be3368248f1e56add92e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tron	ssi_0b.bin	\N	\N	4096	1b90ccdd	0876e5eeaa63bb8cc97f3634a6ddd8a29a9b012f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tron	ssi_0c.bin	\N	\N	4096	3a4bc629	ce8452a99a313ae7429de471bbea39de08c9fd4b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	trstar	\N	\N	\N	\N	\N	Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version) [sound only]	1993	Taito Corporation Japan	\N	\N	F3/Super Z/JC Systems	
game_rom	M1_v0.7.8a6	trstar	d53-13.10	\N	\N	131072	877f0361	eda58d71fb06f739bee1451d7aa7e7e6dee10e03	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trstar	d53-14.23	\N	\N	131072	a8664867	dffddca469019abac33a1abe41c3fe83fbf553ce	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trstar	d53-15-1.24	\N	\N	262144	098bba94	b77990213ac790d15bdc0dc1e8f7adf04fe5e952	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trstar	d53-16-1.26	\N	\N	262144	4fa8b15c	821c21e1b958614ba6636330583b3661f9e0cebb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trstar	d53-18-1.37	\N	\N	262144	aa71cfcc	ba62c01255cdfe0821d1b72b7f11d6e1f88b09d7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trstar	d53-20-1.35	\N	\N	262144	4de1e287	2b592ecbf8d81aca49844ed81c351818409f596f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trstar	d53-01.2	\N	\N	2097152	28fd2d9b	e08037795952a28e7a5e90437f1b9675aadfa136	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trstar	d53-02.3	\N	\N	2097152	8bd4367a	9b274fe321c4faedb7d44f7998ae2e37c6899688	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	trucksp3	\N	\N	\N	\N	\N	Truck Stop (P-3) (pinball) [sound only]	1988	Bally	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	trucksp3	u4sndp1.256	\N	\N	32768	120a386f	51b3b45eb7ea63758b21aad404ba12a9607fec44	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trucksp3	u19sndp1.256	\N	\N	32768	5cd43dda	23dd8a52ea1340fc239a246af0d94da905464efb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	trucksp3	u20sndp1.256	\N	\N	32768	93ac5c33	f6dc84eca4678188a58ba3c8ef18975164dd29b0	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	truxton	\N	\N	\N	\N	\N	Truxton / Tatsujin [sound only]	1988	[Toaplan] Taito Corporation	\N	\N	Toaplan1	
game_rom	M1_v0.7.8a6	truxton	b65_09.bin	\N	\N	32768	f1c0f410	05deb759f8acb14fff92c56b536134cfd84516a8	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	ts2	\N	\N	\N	\N	\N	Battle Arena Toshinden 2 (USA 951124) [sound only]	1995	Capcom/Takara	\N	\N	Capcom QSound (ZN version)	
game_rom	M1_v0.7.8a6	ts2	ts2-02	\N	\N	131072	2f45c461	513b6b9b5a2f7c567c30c958e0e13834cd9bd266	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ts2	ts2-01	\N	\N	4194304	d7a505e0	f1b0cdea712101f695bd326eccd753eb79a07490	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	ts_lx5	\N	\N	\N	\N	\N	The Shadow (LX-5) (pinball) [sound only]	1995	Bally	\N	\N	Midway Digital Compressed Sound (DCS)	
game_rom	M1_v0.7.8a6	ts_lx5	ts_u2_s.l1	\N	\N	524288	f1486cfb	a916917cb4e46b5d1e04eb4dd52b4193e48d4da8	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ts_lx5	ts_u3_s.l1	\N	\N	524288	b9e39c3f	183730dcaa84f8b83b6d26521e90fdb0fc558b4c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ts_lx5	ts_u4_s.l1	\N	\N	524288	a1d1ab66	5380f347cb3970bac4aab5917a51d2d64fbca541	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ts_lx5	ts_u5_s.l1	\N	\N	524288	ab8cf435	86d7f9eca3e49e184700a0ac0f672349fc1241bb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ts_lx5	ts_u6_s.l1	\N	\N	524288	63b8d2db	a662a3280a377ac91fdf55d98d2204e024668706	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ts_lx5	ts_u7_s.l1	\N	\N	524288	62b5db14	13832c8573623f9d541de8b814aa10cfb527be99	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tshingen	\N	\N	\N	\N	\N	Takeda Shingen (Japan, Japanese) [sound only]	1988	Jaleco	\N	\N	Jaleco Mega System 1 (68k version)	
game_rom	M1_v0.7.8a6	tshingen	takeda5.bin	\N	\N	65536	fbdc51c0	bc6036c556275f7eccd7741d23437a98b0aa13bb	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tshingen	takeda6.bin	\N	\N	65536	8fa65b69	23a2d60435f235366f877ac79ac1506a99cfae9c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tshingen	takeda9.bin	\N	\N	131072	db7f3f4f	2667bab60abe49b3a9ce4ff63948e274578062b7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tshingen	takeda10.bin	\N	\N	131072	c9959d71	afbb756b3b4730262055f80995bd4ba5f9031d26	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tshingen	shing_07.rom	\N	\N	131072	c37ecbdc	fcae2bbc4a10ee0fa18c9a850ae451c0600ea98c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tshingen	shing_08.rom	\N	\N	131072	36d56c8c	391f8c6b3ee605ce846f1862b0d3b14694dbd556	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tsptr_l3	\N	\N	\N	\N	\N	Transporter the Rescue (L-3) (pinball) [sound only]	1989	Bally	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	tsptr_l3	tran_u4.l2	\N	\N	32768	a06ddd61	630fe7ab94516930c4876a95f822024a44371170	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tsptr_l3	tran_u19.l2	\N	\N	32768	3cfde8b0	7bdc71ba1ba4fd337f052354323c86fd97b2b881	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tsptr_l3	tran_u20.l2	\N	\N	32768	e9890cf1	0ae37504c704401101c79ce49df11044f8d8caa9	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tsptr_l3	tran_u21.l2	\N	\N	32768	b10120ee	305a898a8b762c27dba26921ef169556bf96e518	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tsptr_l3	tran_u22.l2	\N	\N	32768	337784b5	30c17afd8f76118940982db946cd3a2a29445d10	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	ttt_10	\N	\N	\N	\N	\N	Ticket Tac Toe (1.0) (pinball) [sound only]	1996	Williams	\N	\N	Midway DCS95	
game_rom	M1_v0.7.8a6	ttt_10	ttt_s2.rom	\N	\N	1048576	faae93eb	672758544b260d7751ac296f5beb2e271e77c50a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ttt_10	ttt_s3.rom	\N	\N	1048576	371ba9b3	de6a8cb78e08a434f6668dd4a93cad857acba310	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tturfu	\N	\N	\N	\N	\N	Tough Turf (set 1, US, 8751 317-0099) [sound only]	1989	Sega / Sunsoft	\N	\N	System 16 (sound type 3)	
game_rom	M1_v0.7.8a6	tturfu	epr12271.a7	\N	\N	32768	99671e52	ab21b7e7a449c8081b5db1fdb579071e31b6852c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tturfu	epr12272.a8	\N	\N	32768	7cf7e69f	62c9f75db8e2b4ece517167ba5c0712bac5f1d95	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tturfu	epr12273.a9	\N	\N	32768	28f0bb8b	d99aff57d213b10ac10c37ceff2f125875816488	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tturfu	epr12274.a10	\N	\N	32768	8207f0c4	169914861a52fa731a305e1ee2d230aa0d0d97fe	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tturfu	epr12275.a11	\N	\N	32768	182f3c3d	1482fe08a05a721e315b1a3aa5bef4dddc72e26e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tumblep	\N	\N	\N	\N	\N	Tumble Pop (World) [sound only]	1991	Data East Corporation	\N	\N	Super BurgerTime	
game_rom	M1_v0.7.8a6	tumblep	hl02-.f16	\N	\N	65536	a5cab888	622f6adb01e31b8f3adbaed2b9900b54c5922c57	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tumblep	hl03-.j15	\N	\N	131072	01b81da0	914802f3206dc59a720af9d57eb2285bc8ba822b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	turfmast	\N	\N	\N	\N	\N	Neo Turf Masters / Big Tournament Golf [sound only]	1996	Nazca	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	turfmast	200-m1.bin	\N	\N	131072	9994ac00	7bded797f3b80fd00bcbe451ac0abe6646b19a14	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	turfmast	200-v1.bin	\N	\N	2097152	00fd48d2	ddfee09328632e598fd51537b3ae8593219b2111	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	turfmast	200-v2.bin	\N	\N	2097152	082acb31	2f1c053040e9d50a6d45fd7bea1b96742bae694f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	turfmast	200-v3.bin	\N	\N	2097152	7abca053	e229bc0ea82a371d6ee8fd9fe442b0fd141d0a71	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	turfmast	200-v4.bin	\N	\N	2097152	6c7b4902	d55e0f542d928a9a851133ff26763c8236cbbd4d	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	turtles	\N	\N	\N	\N	\N	Turtles [sound only]	1981	[Konami] (Stern license)	\N	\N	Scramble / Super Cobra	
game_rom	M1_v0.7.8a6	turtles	turt_snd.5c	\N	\N	4096	f0c30f9a	5621f336e9be8acf986a34bbb8855ed5d45c28ef	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	turtles	turt_snd.5d	\N	\N	4096	af5fc43c	8a49c55feba094b07380615cf0b6f0878c25a260	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	turtship	\N	\N	\N	\N	\N	Turtle Ship (North America) [sound only]	1988	Philko (Sharp Image license)	\N	\N	Side Arms	
game_rom	M1_v0.7.8a6	turtship	t-4.8a	\N	\N	32768	1cbe48e8	6ac5981d36a44595bb8dc847c54c7be7b374f82c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	tutankhm	\N	\N	\N	\N	\N	Tutankham [sound only]	1982	Konami	\N	\N	Time Pilot	
game_rom	M1_v0.7.8a6	tutankhm	11-7a.bin	\N	\N	4096	b52d01fa	9b6cf9ea51d3a87c174f34d42a4b1b5f38b48723	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	tutankhm	10-8a.bin	\N	\N	4096	9db5c0ce	b5bc1d89a7f7d7a0baae64390c37ee11f69a0e76	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	twinbee	\N	\N	\N	\N	\N	TwinBee [sound only]	1985	Konami	\N	\N	GX400 (bubble memory type)	
game_rom	M1_v0.7.8a6	twinbee	400-e03.5l	\N	\N	8192	a5a8e57d	f4236770093392dec3f76835a5766e9b3ed64e2e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinbee	412-a07.17l	\N	\N	131072	d93c5499	4555b9232ce86192360ea5b5092643ff51446aa0	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinbee	412-a05.12l	\N	\N	131072	2b357069	409cf3aa174f5d7dc5efc8b8b1c925fcb677fc98	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinbee	400-a01.fse	\N	\N	256	5827b1e8	fa8cf5f868cfb08bce203baaebb6c4055ee2a000	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinbee	400-a02.fse	\N	\N	256	2f44f970	7ab46f9d5d587665782cefc623b8de0124a6d38a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	twincobr	\N	\N	\N	\N	\N	Twin Cobra (World) [sound only]	1987	[Toaplan] Taito Corporation	\N	\N	Toaplan1	
game_rom	M1_v0.7.8a6	twincobr	tc12	\N	\N	32768	e37b3c44	5fed10b29c14e27aee0cd92ecde5c5cb422273b1	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	twinhawk	\N	\N	\N	\N	\N	Twin Hawk (World) [sound only]	1989	Taito Corporation Japan	\N	\N	Daisenpu	
game_rom	M1_v0.7.8a6	twinhawk	b87-07	\N	\N	32768	e2e0efa0	4f1435ba738895996f26a64c2237e8349337df4a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	twinqix	\N	\N	\N	\N	\N	Twin Qix (Ver 1.0A 1995/01/17) (Prototype) [sound only]	1995	Taito America Corporation	\N	\N	F3/Super Z/JC Systems	
game_rom	M1_v0.7.8a6	twinqix	spr0-1.b66	\N	\N	262144	4b20e99d	faf184daea0f1131bafa50edb48bd470d4c0b141	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	spr0-0.b65	\N	\N	262144	2569eb30	ec804131025e600198cd8342925823340e7ef458	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	mpr0-3.b60	\N	\N	262144	1a63d0de	7d8d8a6c9c7f9dfc0a8a528a905e33388b8fe13d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	mpr0-2.b61	\N	\N	262144	45a70987	8cca6845064d943fd28416143e60399188b023cd	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	mpr0-1.b62	\N	\N	262144	531f9447	4d18efaad9c3dd2b14d3125c0f9e18cfcde3a1f2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	mpr0-0.b63	\N	\N	262144	a4c44c11	b928134028bb8cddd6e34a501a4aad56173e2ae2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	snd-0.b43	\N	\N	524288	ad5405a9	67ee42498d2c3c00015237b3b5cd020f9a7c4a18	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	snd-1.b44	\N	\N	524288	274864af	47fefee23038bb751bdf6b6f48312ba0b6e38b90	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	snd-14.b10	\N	\N	524288	26312451	9f947a11592fd8420fc581914bf16e7ade75390c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinqix	snd-15.b11	\N	\N	524288	2edaa9dc	72fead505c4f44e5736ff7d545d72dfa37d613e2	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	twinspri	\N	\N	\N	\N	\N	Twinkle Star Sprites [sound only]	1996	ADK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	twinspri	224-m1.bin	\N	\N	131072	364d6f96	779b95a6476089b71f48c8368d9043ee1dba9032	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinspri	224-v1.bin	\N	\N	4194304	ff57f088	1641989b8aac899dbd68aa2332bcdf9b90b33564	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	twinspri	224-v2.bin	\N	\N	2097152	7ad26599	822030037b7664795bf3d64e1452d0aecc22497e	\N	\N	\N	\N	\N	\N	
